eBird/Clements Name,Macaulay Audio Total,GenBank species,GB_Nucleotide_Seqs
Thamnomanes ardesiacus,161,Thamnomanes ardesiacus,120
Thamnomanes caesius,264,Thamnomanes caesius,207
Thamnomanes saturninus,49,Thamnomanes saturninus,66
Thamnomanes schistogynus,84,Thamnomanes schistogynus,34
Thamnophilus aethiops,218,Thamnophilus aethiops,325
Thamnophilus amazonicus,205,Thamnophilus amazonicus,40
Thamnophilus ambiguus,46,Thamnophilus ambiguus,66
Thamnophilus aroyae,17,Thamnophilus aroyae,9
Thamnophilus atrinucha,267,Thamnophilus atrinucha,38
Thamnophilus bernardi,75,Thamnophilus bernardi,8
Thamnophilus bridgesi,86,Thamnophilus bridgesi,10
Thamnophilus caerulescens,305,Thamnophilus caerulescens,231
Thamnophilus cryptoleucus,66,Thamnophilus cryptoleucus,13
Thamnophilus divisorius,15,Thamnophilus divisorius,5
Thamnophilus doliatus,512,Thamnophilus doliatus,41
Thamnophilus insignis,16,Thamnophilus insignis,8
Thamnophilus melanonotus,48,Thamnophilus melanonotus,2
Thamnophilus melanothorax,12,Thamnophilus melanothorax,2
Thamnophilus multistriatus,108,Thamnophilus multistriatus,1
Thamnophilus murinus,208,Thamnophilus murinus,36
Thamnophilus nigriceps,57,Thamnophilus nigriceps,7
Thamnophilus nigrocinereus,58,Thamnophilus nigrocinereus,37
Thamnophilus palliatus,161,Thamnophilus palliatus,6
Thamnophilus pelzelni,66,Thamnophilus pelzelni,72
Thamnophilus praecox,34,Thamnophilus praecox,8
Thamnophilus punctatus,157,Thamnophilus punctatus,27
Thamnophilus ruficapillus,107,Thamnophilus ruficapillus,12
Thamnophilus schistaceus,190,Thamnophilus schistaceus,7
Thamnophilus stictocephalus,59,Thamnophilus stictocephalus,17
Thamnophilus sticturus,37,Thamnophilus sticturus,3
Thamnophilus tenuepunctatus,74,Thamnophilus tenuepunctatus,5
Thamnophilus torquatus,47,Thamnophilus torquatus,5
Thamnophilus unicolor,165,Thamnophilus unicolor,18
Thamnophilus zarumae,22,Thamnophilus zarumae,5
Thamnornis chloropetoides,8,Thamnornis chloropetoides,16
Thaumastura cora,9,Thaumastura cora,26
Thectocercus acuticaudatus,82,Thectocercus acuticaudatus,44
Theristicus branickii,7,Theristicus branickii,0
Theristicus caerulescens,53,Theristicus caerulescens,12
Theristicus caudatus,88,Theristicus caudatus,21
Theristicus melanopis,60,Theristicus melanopis,10
Thescelocichla leucopleura,37,Thescelocichla leucopleura,6
Thinocorus orbignyianus,37,Thinocorus orbignyianus,43
Thinocorus rumicivorus,13,Thinocorus rumicivorus,5
Thinornis cucullatus,4,Thinornis cucullatus,20
Thinornis novaeseelandiae,1,Thinornis novaeseelandiae,30
Thlypopsis fulviceps,10,Thlypopsis fulviceps,1
Thlypopsis inornata,9,Thlypopsis inornata,2
Thlypopsis ornata,19,Thlypopsis ornata,7
Thlypopsis pectoralis,4,Thlypopsis pectoralis,2
Thlypopsis pyrrhocoma,58,Thlypopsis pyrrhocoma,9
Thlypopsis ruficeps,12,Thlypopsis ruficeps,9
Thlypopsis sordida,55,Thlypopsis sordida,13
Thlypopsis superciliaris,103,Thlypopsis superciliaris,7
Thraupis abbas,75,Thraupis abbas,7
Thraupis cyanocephala,56,Thraupis cyanocephala,11
Thraupis cyanoptera,11,Thraupis cyanoptera,2
Thraupis episcopus,194,Thraupis episcopus,57
Thraupis glaucocolpa,10,Thraupis glaucocolpa,0
Thraupis ornata,25,Thraupis ornata,3
Thraupis palmarum,162,Thraupis palmarum,13
Thraupis sayaca,120,Thraupis sayaca,36
Threnetes leucurus,14,Threnetes leucurus,6
Threnetes niger,0,Threnetes niger,2
Threnetes ruckeri,25,Threnetes ruckeri,15
Threskiornis aethiopicus,3,Threskiornis aethiopicus,65
Threskiornis bernieri,0,Threskiornis bernieri,0
Threskiornis melanocephalus,8,Threskiornis melanocephalus,3
Threskiornis molucca,31,Threskiornis molucca,3
Threskiornis solitarius,0,Threskiornis solitarius,0
Threskiornis spinicollis,8,Threskiornis spinicollis,0
Thripadectes flammulatus,54,Thripadectes flammulatus,22
Thripadectes holostictus,118,Thripadectes holostictus,29
Thripadectes ignobilis,37,Thripadectes ignobilis,12
Thripadectes melanorhynchus,61,Thripadectes melanorhynchus,8
Thripadectes rufobrunneus,72,Thripadectes rufobrunneus,11
Thripadectes scrutator,17,Thripadectes scrutator,12
Thripadectes virgaticeps,83,Thripadectes virgaticeps,11
Thripophaga amacurensis,14,Thripophaga amacurensis,0
Thripophaga berlepschi,6,Thripophaga berlepschi,5
Thripophaga cherriei,19,Thripophaga cherriei,5
Thripophaga fusciceps,50,Thripophaga fusciceps,8
Thripophaga macroura,26,Thripophaga macroura,0
Thryomanes bewickii,2723,Thryomanes bewickii,22
Thryophilus nicefori,50,Thryophilus nicefori,1
Thryophilus pleurostictus,238,Thryophilus pleurostictus,103
Thryophilus rufalbus,317,Thryophilus rufalbus,10
Thryophilus sernai,29,Thryophilus sernai,3
Thryophilus sinaloa,107,Thryophilus sinaloa,2
Thryorchilus browni,45,Thryorchilus browni,7
Thryothorus ludovicianus,7793,Thryothorus ludovicianus,27
Tiaris olivaceus,191,Tiaris olivaceus,40
Tichodroma muraria,8,Tichodroma muraria,18
Tickellia hodgsoni,12,Tickellia hodgsoni,6
Tigriornis leucolopha,3,Tigriornis leucolopha,0
Tigrisoma fasciatum,0,Tigrisoma fasciatum,4
Tigrisoma lineatum,51,Tigrisoma lineatum,13
Tigrisoma mexicanum,51,Tigrisoma mexicanum,0
Tijuca atra,60,Tijuca atra,4
Tijuca condita,6,Tijuca condita,0
Tilmatura dupontii,9,Tilmatura dupontii,23
Timalia pileata,59,Timalia pileata,13
Timeliopsis fulvigula,0,Timeliopsis fulvigula,5
Timeliopsis griseigula,0,Timeliopsis griseigula,4
Tinamotis ingoufi,6,Tinamotis ingoufi,2
Tinamotis pentlandii,14,Tinamotis pentlandii,4
Tinamus guttatus,75,Tinamus guttatus,101583
Tinamus major,193,Tinamus major,39
Tinamus osgoodi,9,Tinamus osgoodi,0
Tinamus solitarius,30,Tinamus solitarius,1
Tinamus tao,70,Tinamus tao,1
Tityra cayana,75,Tityra cayana,16
Tityra inquisitor,22,Tityra inquisitor,19
Tityra semifasciata,120,Tityra semifasciata,69
Tmetothylacus tenellus,3,Tmetothylacus tenellus,6
Tockus damarensis,5,Tockus damarensis,23
Tockus deckeni,12,Tockus deckeni,1
Tockus erythrorhynchus,25,Tockus erythrorhynchus,18
Tockus flavirostris,3,Tockus flavirostris,8
Tockus jacksoni,4,Tockus jacksoni,3
Tockus kempi,16,Tockus kempi,2
Tockus leucomelas,20,Tockus leucomelas,8
Tockus monteiri,5,Tockus monteiri,6
Tockus ruahae,1,Tockus ruahae,4
Tockus rufirostris,10,Tockus rufirostris,20
Todiramphus albicilla,10,Todiramphus albicilla,47
Todiramphus albonotatus,0,Todiramphus albonotatus,2
Todiramphus australasia,9,Todiramphus australasia,5
Todiramphus chloris,109,Todiramphus chloris,164
Todiramphus cinnamominus,12,Todiramphus cinnamominus,8
Todiramphus colonus,0,Todiramphus colonus,28
Todiramphus diops,4,Todiramphus diops,2
Todiramphus enigma,3,Todiramphus enigma,2
Todiramphus farquhari,5,Todiramphus farquhari,17
Todiramphus funebris,6,Todiramphus funebris,2
Todiramphus gambieri,0,Todiramphus gambieri,1
Todiramphus gertrudae,2,Todiramphus gertrudae,5
Todiramphus godeffroyi,1,Todiramphus godeffroyi,8
Todiramphus lazuli,0,Todiramphus lazuli,2
Todiramphus leucopygius,3,Todiramphus leucopygius,32
Todiramphus macleayii,31,Todiramphus macleayii,19
Todiramphus nigrocyaneus,8,Todiramphus nigrocyaneus,9
Todiramphus pelewensis,1,Todiramphus pelewensis,19
Todiramphus pyrrhopygius,5,Todiramphus pyrrhopygius,11
Todiramphus recurvirostris,10,Todiramphus recurvirostris,9
Todiramphus reichenbachii,11,Todiramphus reichenbachii,4
Todiramphus ruficollaris,0,Todiramphus ruficollaris,20
Todiramphus sacer,45,Todiramphus sacer,195
Todiramphus sanctus,124,Todiramphus sanctus,193
Todiramphus saurophagus,9,Todiramphus saurophagus,28
Todiramphus sordidus,17,Todiramphus sordidus,29
Todiramphus tristrami,23,Todiramphus tristrami,95
Todiramphus tutus,4,Todiramphus tutus,39
Todiramphus veneratus,1,Todiramphus veneratus,15
Todiramphus winchelli,18,Todiramphus winchelli,36
Todirostrum chrysocrotaphum,76,Todirostrum chrysocrotaphum,0
Todirostrum cinereum,284,Todirostrum cinereum,27
Todirostrum maculatum,62,Todirostrum maculatum,7
Todirostrum nigriceps,44,Todirostrum nigriceps,0
Todirostrum pictum,77,Todirostrum pictum,5
Todirostrum poliocephalum,78,Todirostrum poliocephalum,0
Todirostrum viridanum,10,Todirostrum viridanum,0
Todus angustirostris,25,Todus angustirostris,109
Todus mexicanus,47,Todus mexicanus,17
Todus multicolor,50,Todus multicolor,10
Todus subulatus,64,Todus subulatus,71
Todus todus,20,Todus todus,18
Tolmomyias assimilis,171,Tolmomyias assimilis,31
Tolmomyias flaviventris,238,Tolmomyias flaviventris,16
Tolmomyias poliocephalus,197,Tolmomyias poliocephalus,18
Tolmomyias sulphurescens,531,Tolmomyias sulphurescens,17
Tolmomyias traylori,35,Tolmomyias traylori,0
Topaza pella,31,Topaza pella,46
Topaza pyra,25,Topaza pyra,23
Torgos tracheliotos,0,Torgos tracheliotos,18
Torreornis inexpectata,44,Torreornis inexpectata,1
Touit batavicus,13,Touit batavicus,5
Touit costaricensis,2,Touit costaricensis,0
Touit dilectissimus,22,Touit dilectissimus,0
Touit huetii,8,Touit huetii,0
Touit melanonotus,12,Touit melanonotus,0
Touit purpuratus,26,Touit purpuratus,8
Touit stictopterus,20,Touit stictopterus,0
Touit surdus,12,Touit surdus,0
Toxorhamphus novaeguineae,5,Toxorhamphus novaeguineae,4
Toxorhamphus poliopterus,5,Toxorhamphus poliopterus,4
Toxostoma bendirei,111,Toxostoma bendirei,20
Toxostoma cinereum,12,Toxostoma cinereum,10
Toxostoma crissale,283,Toxostoma crissale,38
Toxostoma curvirostre,768,Toxostoma curvirostre,263
Toxostoma guttatum,9,Toxostoma guttatum,6
Toxostoma lecontei,134,Toxostoma lecontei,346
Toxostoma longirostre,208,Toxostoma longirostre,19
Toxostoma ocellatum,60,Toxostoma ocellatum,3
Toxostoma redivivum,831,Toxostoma redivivum,184
Toxostoma rufum,2553,Toxostoma rufum,37
Trachyphonus darnaudii,65,Trachyphonus darnaudii,11
Trachyphonus erythrocephalus,21,Trachyphonus erythrocephalus,5
Trachyphonus margaritatus,7,Trachyphonus margaritatus,3
Trachyphonus purpuratus,38,Trachyphonus purpuratus,6
Trachyphonus vaillantii,45,Trachyphonus vaillantii,0
Tragopan blythii,7,Tragopan blythii,34
Tragopan caboti,4,Tragopan caboti,33
Tragopan melanocephalus,3,Tragopan melanocephalus,1
Tragopan satyra,12,Tragopan satyra,46
Tragopan temminckii,4,Tragopan temminckii,117
Traversia lyalli,0,Traversia lyalli,1
Tregellasia capito,10,Tregellasia capito,16
Tregellasia leucops,10,Tregellasia leucops,30
Treron affinis,49,Treron affinis,0
Treron apicauda,2,Treron apicauda,2
Treron aromaticus,0,Treron aromaticus,0
Treron australis,2,Treron australis,2
Treron axillaris,5,Treron axillaris,0
Treron bicinctus,12,Treron bicinctus,2
Treron calvus,25,Treron calvus,26
Treron capellei,6,Treron capellei,0
Treron chloropterus,3,Treron chloropterus,0
Treron curvirostra,9,Treron curvirostra,7
Treron floris,0,Treron floris,0
Treron formosae,13,Treron formosae,12
Treron fulvicollis,0,Treron fulvicollis,0
Treron griseicauda,5,Treron griseicauda,0
Treron griveaudi,0,Treron griveaudi,1
Treron olax,6,Treron olax,0
Treron oxyurus,4,Treron oxyurus,0
Treron pembaensis,1,Treron pembaensis,0
Treron phayrei,2,Treron phayrei,1
Treron phoenicopterus,19,Treron phoenicopterus,3
Treron pompadora,5,Treron pompadora,1
Treron psittaceus,0,Treron psittaceus,0
Treron sanctithomae,0,Treron sanctithomae,2
Treron seimundi,7,Treron seimundi,0
Treron sieboldii,21,Treron sieboldii,18
Treron sphenurus,25,Treron sphenurus,2
Treron teysmannii,0,Treron teysmannii,0
Treron vernans,18,Treron vernans,1376
Treron waalia,3,Treron waalia,11
Tribonyx hodgenorum,0,Tribonyx hodgenorum,0
Tribonyx mortierii,15,Tribonyx mortierii,4
Tribonyx ventralis,1,Tribonyx ventralis,4
Trichodere cockerelli,12,Trichodere cockerelli,4
Trichoglossus capistratus,3,Trichoglossus capistratus,9
Trichoglossus chlorolepidotus,51,Trichoglossus chlorolepidotus,13
Trichoglossus euteles,3,Trichoglossus euteles,5
Trichoglossus flavoviridis,7,Trichoglossus flavoviridis,7
Trichoglossus forsteni,1,Trichoglossus forsteni,11
Trichoglossus haematodus,43,Trichoglossus haematodus,50
Trichoglossus johnstoniae,1,Trichoglossus johnstoniae,10
Trichoglossus moluccanus,183,Trichoglossus moluccanus,5
Trichoglossus ornatus,6,Trichoglossus ornatus,10
Trichoglossus rubiginosus,14,Trichoglossus rubiginosus,0
Trichoglossus rubritorquis,3,Trichoglossus rubritorquis,10
Trichoglossus weberi,1,Trichoglossus weberi,5
Tricholaema diademata,34,Tricholaema diademata,6
Tricholaema frontata,1,Tricholaema frontata,0
Tricholaema hirsuta,38,Tricholaema hirsuta,7
Tricholaema lacrymosa,33,Tricholaema lacrymosa,2
Tricholaema leucomelas,16,Tricholaema leucomelas,3
Tricholaema melanocephala,22,Tricholaema melanocephala,0
Tricholestes criniger,23,Tricholestes criniger,58
Trichothraupis melanops,64,Trichothraupis melanops,170
Triclaria malachitacea,43,Triclaria malachitacea,17
Trigonoceps occipitalis,0,Trigonoceps occipitalis,9
Tringa brevipes,31,Tringa brevipes,25
Tringa erythropus,56,Tringa erythropus,24
Tringa flavipes,540,Tringa flavipes,33
Tringa glareola,253,Tringa glareola,35
Tringa guttifer,3,Tringa guttifer,2
Tringa incana,55,Tringa incana,22
Tringa melanoleuca,1089,Tringa melanoleuca,26
Tringa nebularia,194,Tringa nebularia,29
Tringa ochropus,191,Tringa ochropus,25
Tringa semipalmata,518,Tringa semipalmata,39
Tringa solitaria,483,Tringa solitaria,24
Tringa stagnatilis,39,Tringa stagnatilis,15
Tringa totanus,249,Tringa totanus,46
Trochalopteron affine,45,Trochalopteron affine,39
Trochalopteron austeni,2,Trochalopteron austeni,5
Trochalopteron chrysopterum,20,Trochalopteron chrysopterum,11
Trochalopteron elliotii,39,Trochalopteron elliotii,512
Trochalopteron erythrocephalum,152,Trochalopteron erythrocephalum,36
Trochalopteron formosum,5,Trochalopteron formosum,26
Trochalopteron henrici,14,Trochalopteron henrici,6
Trochalopteron imbricatum,19,Trochalopteron imbricatum,6
Trochalopteron lineatum,76,Trochalopteron lineatum,36
Trochalopteron melanostigma,30,Trochalopteron melanostigma,5
Trochalopteron milnei,39,Trochalopteron milnei,32
Trochalopteron morrisonianum,61,Trochalopteron morrisonianum,24
Trochalopteron ngoclinhense,15,Trochalopteron ngoclinhense,0
Trochalopteron peninsulae,13,Trochalopteron peninsulae,5
Trochalopteron squamatum,30,Trochalopteron squamatum,21
Trochalopteron subunicolor,20,Trochalopteron subunicolor,41
Trochalopteron variegatum,45,Trochalopteron variegatum,19
Trochalopteron virgatum,8,Trochalopteron virgatum,11
Trochalopteron yersini,7,Trochalopteron yersini,5
Trochilus polytmus,17,Trochilus polytmus,42
Trochocercus cyanomelas,30,Trochocercus cyanomelas,22
Trochocercus nitens,18,Trochocercus nitens,22
Troglodytes aedon,5766,Troglodytes aedon,1000
Troglodytes cobbi,9,Troglodytes cobbi,28
Troglodytes hiemalis,3240,Troglodytes hiemalis,11
Troglodytes monticola,6,Troglodytes monticola,0
Troglodytes ochraceus,71,Troglodytes ochraceus,2
Troglodytes pacificus,1612,Troglodytes pacificus,45
Troglodytes rufociliatus,127,Troglodytes rufociliatus,2
Troglodytes rufulus,5,Troglodytes rufulus,4
Troglodytes sissonii,8,Troglodytes sissonii,1
Troglodytes solstitialis,240,Troglodytes solstitialis,8
Troglodytes tanneri,5,Troglodytes tanneri,0
Troglodytes troglodytes,1144,Troglodytes troglodytes,679
Trogon bairdii,51,Trogon bairdii,4
Trogon caligatus,200,Trogon caligatus,0
Trogon chionurus,80,Trogon chionurus,1
Trogon citreolus,36,Trogon citreolus,6
Trogon clathratus,33,Trogon clathratus,4
Trogon collaris,430,Trogon collaris,44
Trogon comptus,43,Trogon comptus,10
Trogon curucui,136,Trogon curucui,23
Trogon elegans,352,Trogon elegans,11
Trogon massena,164,Trogon massena,16
Trogon melanocephalus,143,Trogon melanocephalus,18
Trogon melanurus,229,Trogon melanurus,0
Trogon mesurus,18,Trogon mesurus,0
Trogon mexicanus,98,Trogon mexicanus,21
Trogon personatus,254,Trogon personatus,1199
Trogon ramonianus,63,Trogon ramonianus,0
Trogon rufus,260,Trogon rufus,66
Trogon surrucura,130,Trogon surrucura,13
Trogon violaceus,99,Trogon violaceus,28
Trogon viridis,338,Trogon viridis,60
Trugon terrestris,3,Trugon terrestris,13
Tumbezia salvini,15,Tumbezia salvini,8
Tunchiornis ochraceiceps,246,Tunchiornis ochraceiceps,86
Turacoena manadensis,2,Turacoena manadensis,11
Turacoena modesta,1,Turacoena modesta,0
Turacoena sulaensis,3,Turacoena sulaensis,0
Turdinus abbotti,101,Turdinus abbotti,23
Turdinus atrigularis,21,Turdinus atrigularis,0
Turdinus brevicaudatus,39,Turdinus brevicaudatus,23
Turdinus crassus,21,Turdinus crassus,14
Turdinus crispifrons,22,Turdinus crispifrons,2
Turdinus macrodactylus,47,Turdinus macrodactylus,7
Turdinus marmoratus,25,Turdinus marmoratus,0
Turdinus perspicillatus,0,Turdinus perspicillatus,0
Turdinus rufipectus,23,Turdinus rufipectus,0
Turdinus sepiarius,76,Turdinus sepiarius,10
Turdoides affinis,250,Turdoides affinis,7
Turdoides altirostris,10,Turdoides altirostris,5
Turdoides atripennis,3,Turdoides atripennis,30
Turdoides aylmeri,5,Turdoides aylmeri,5
Turdoides bicolor,4,Turdoides bicolor,20
Turdoides caudata,74,Turdoides caudata,4
Turdoides chapini,0,Turdoides chapini,11
Turdoides earlei,44,Turdoides earlei,10
Turdoides fulva,7,Turdoides fulva,10
Turdoides gilberti,1,Turdoides gilberti,10
Turdoides gularis,5,Turdoides gularis,19
Turdoides gymnogenys,7,Turdoides gymnogenys,5
Turdoides hartlaubii,17,Turdoides hartlaubii,5
Turdoides hindei,12,Turdoides hindei,0
Turdoides huttoni,0,Turdoides huttoni,5
Turdoides hypoleuca,5,Turdoides hypoleuca,5
Turdoides jardineii,45,Turdoides jardineii,31
Turdoides leucocephala,0,Turdoides leucocephala,5
Turdoides leucopygia,13,Turdoides leucopygia,5
Turdoides longirostris,21,Turdoides longirostris,8
Turdoides malcolmi,175,Turdoides malcolmi,11
Turdoides melanops,1,Turdoides melanops,0
Turdoides nipalensis,8,Turdoides nipalensis,9
Turdoides plebejus,31,Turdoides plebejus,18
Turdoides reinwardtii,17,Turdoides reinwardtii,17
Turdoides rubiginosa,20,Turdoides rubiginosa,11
Turdoides rufescens,20,Turdoides rufescens,5
Turdoides rufocincta,0,Turdoides rufocincta,1
Turdoides sharpei,14,Turdoides sharpei,10
Turdoides squamiceps,11,Turdoides squamiceps,15
Turdoides squamulata,4,Turdoides squamulata,5
Turdoides striata,406,Turdoides striata,11
Turdoides subrufa,173,Turdoides subrufa,5
Turdoides tenebrosa,0,Turdoides tenebrosa,5
Turdus abyssinicus,41,Turdus abyssinicus,42
Turdus albicollis,252,Turdus albicollis,51
Turdus albocinctus,38,Turdus albocinctus,10
Turdus amaurochalinus,150,Turdus amaurochalinus,31
Turdus arthuri,3,Turdus arthuri,10
Turdus assimilis,185,Turdus assimilis,178
Turdus atrogularis,11,Turdus atrogularis,20
Turdus aurantius,18,Turdus aurantius,10
Turdus bewsheri,2,Turdus bewsheri,11
Turdus boulboul,39,Turdus boulboul,8
Turdus cardis,26,Turdus cardis,19
Turdus celaenops,18,Turdus celaenops,8
Turdus chiguanco,117,Turdus chiguanco,14
Turdus chrysolaus,39,Turdus chrysolaus,33
Turdus dissimilis,16,Turdus dissimilis,8
Turdus eremita,3,Turdus eremita,7
Turdus eunomus,18,Turdus eunomus,27
Turdus falcklandii,265,Turdus falcklandii,119
Turdus feae,8,Turdus feae,4
Turdus flavipes,218,Turdus flavipes,11
Turdus fulviventris,31,Turdus fulviventris,7
Turdus fumigatus,102,Turdus fumigatus,18
Turdus fuscater,325,Turdus fuscater,10
Turdus grayi,656,Turdus grayi,43
Turdus haplochrous,5,Turdus haplochrous,7
Turdus hauxwelli,78,Turdus hauxwelli,27
Turdus helleri,0,Turdus helleri,21
Turdus hortulorum,43,Turdus hortulorum,12
Turdus ignobilis,156,Turdus ignobilis,284
Turdus iliacus,531,Turdus iliacus,64
Turdus infuscatus,84,Turdus infuscatus,4
Turdus jamaicensis,12,Turdus jamaicensis,7
Turdus kessleri,8,Turdus kessleri,9
Turdus lawrencii,159,Turdus lawrencii,15
Turdus leucomelas,329,Turdus leucomelas,42
Turdus leucops,96,Turdus leucops,14
