no.Xeno-Canto,Common name in Xeno-canto,Scientific name in Xeno-canto,Status,No. Recordings,No. Background,matched to eBird/Clements taxa,,,,no.Clements,English name,scientific name
4954,Dusky-tailed Antbird,Drymophila malura,,139,44,Drymophila malura,,,,4954,Brown-capped Tit-Spinetail,Leptasthenura fuliginiceps
4955,Scaled Antbird,Drymophila squamata,,157,82,Drymophila squamata,,,,4955,Tufted Tit-Spinetail,Leptasthenura platensis
4956,Striated Antbird,Drymophila devillei,,109,113,Drymophila devillei,,,,4956,Plain-mantled Tit-Spinetail,Leptasthenura aegithaloides
4957,Santa Marta Antbird,Drymophila hellmayri,,33,0,Drymophila hellmayri,,,,4957,Striolated Tit-Spinetail,Leptasthenura striolata
4958,Klages's Antbird,Drymophila klagesi,,24,4,Drymophila klagesi,,,,4958,Rusty-crowned Tit-Spinetail,Leptasthenura pileata
4959,East Andean Antbird,Drymophila caudata,,11,1,Drymophila caudata,,,,4959,White-browed Tit-Spinetail,Leptasthenura xenothorax
4960,Streak-headed Antbird,Drymophila striaticeps,,132,87,Drymophila striaticeps,,,,4960,Streaked Tit-Spinetail,Leptasthenura striata
4961,Guianan Warbling Antbird,Hypocnemis cantator,,117,55,Hypocnemis cantator,,,,4961,Andean Tit-Spinetail,Leptasthenura andicola
4962,Imeri Warbling Antbird,Hypocnemis flavescens,,48,7,Hypocnemis flavescens,,,,4962,Araucaria Tit-Spinetail,Leptasthenura setaria
4963,Peruvian Warbling Antbird,Hypocnemis peruviana,,145,124,Hypocnemis peruviana,,,,4963,Rufous-fronted Thornbird,Phacellodomus rufifrons
4964,Yellow-breasted Warbling Antbird,Hypocnemis subflava,,57,179,Hypocnemis subflava,,,,4964,Streak-fronted Thornbird,Phacellodomus striaticeps
4965,Rondonia Warbling Antbird,Hypocnemis ochrogyna,,29,24,Hypocnemis ochrogyna,,,,4965,Little Thornbird,Phacellodomus sibilatrix
4966,Spix's Warbling Antbird,Hypocnemis striata,,96,66,Hypocnemis striata,,,,4966,Chestnut-backed Thornbird,Phacellodomus dorsalis
4967,Manicore Warbling Antbird,Hypocnemis rondoni,,5,0,Hypocnemis rondoni,,,,4967,Spot-breasted Thornbird,Phacellodomus maculipectus
4968,Yellow-browed Antbird,Hypocnemis hypoxantha,,89,30,Hypocnemis hypoxantha,,,,4968,Freckle-breasted Thornbird,Phacellodomus striaticollis
4969,Southern Chestnut-tailed Antbird,Sciaphylax hemimelaena,,165,293,Sciaphylax hemimelaena,,,,4969,Greater Thornbird,Phacellodomus ruber
4970,Northern Chestnut-tailed Antbird,Sciaphylax castanea,,56,8,Sciaphylax castanea,,,,4970,Orange-eyed Thornbird,Phacellodomus erythrophthalmus
4971,Willis's Antbird,Cercomacroides laeta,,48,30,Cercomacroides laeta,,,,4971,Orange-breasted Thornbird,Phacellodomus ferrugineigula
4972,Parker's Antbird,Cercomacroides parkeri,,79,24,Cercomacroides parkeri,,,,4972,White-browed Spinetail,Hellmayrea gularis
4973,Blackish Antbird,Cercomacroides nigrescens,,155,91,Cercomacroides nigrescens,,,,4973,Firewood-gatherer,Anumbius annumbi
4974,Riparian Antbird,Cercomacroides fuscicauda,,68,27,Cercomacroides fuscicauda,,,,4974,Lark-like Brushrunner,Coryphistera alaudina
4975,Dusky Antbird,Cercomacroides tyrannina,,305,223,Cercomacroides tyrannina,,,,4975,Creamy-breasted Canastero,Asthenes dorbignyi
4976,Black Antbird,Cercomacroides serva,,118,74,Cercomacroides serva,,,,4976,Berlepsch's Canastero,Asthenes berlepschi
4977,Manu Antbird,Cercomacra manu,,68,48,Cercomacra manu,,,,4977,Short-billed Canastero,Asthenes baeri
4978,Rio de Janeiro Antbird,Cercomacra brasiliana,,25,29,Cercomacra brasiliana,,,,4978,Cipo Canastero,Asthenes luizae
4979,Grey Antbird,Cercomacra cinerascens,,189,635,Cercomacra cinerascens,,,,4979,Hudson's Canastero,Asthenes hudsoni
4980,Mato Grosso Antbird,Cercomacra melanaria,,60,22,Cercomacra melanaria,,,,4980,Austral Canastero,Asthenes anthoides
4981,Bananal Antbird,Cercomacra ferdinandi,,25,5,Cercomacra ferdinandi,,,,4981,Line-fronted Canastero,Asthenes urubambensis
4982,Jet Antbird,Cercomacra nigricans,,99,28,Cercomacra nigricans,,,,4982,Many-striped Canastero,Asthenes flammulata
4983,Rio Branco Antbird,Cercomacra carbonaria,,25,5,Cercomacra carbonaria,,,,4983,Junin Canastero,Asthenes virgata
4984,Ferruginous-backed Antbird,Myrmoderus ferrugineus,,118,26,Myrmoderus ferrugineus,,,,4984,Scribble-tailed Canastero,Asthenes maculicauda
4985,Cordillera Azul Antbird,Myrmoderus eowilsoni,,12,0,Myrmoderus eowilsoni,,,,4985,Streak-backed Canastero,Asthenes wyatti
4986,Scalloped Antbird,Myrmoderus ruficauda,,45,4,Myrmoderus ruficauda,,,,4986,Puna Canastero,Asthenes sclateri
4987,White-bibbed Antbird,Myrmoderus loricatus,,80,26,Myrmoderus loricatus,,,,4987,Streak-throated Canastero,Asthenes humilis
4988,Squamate Antbird,Myrmoderus squamosus,,133,30,Myrmoderus squamosus,,,,4988,Cordilleran Canastero,Asthenes modesta
4989,Black-chinned Antbird,Hypocnemoides melanopogon,,83,19,Hypocnemoides melanopogon,,,,4989,Itatiaia Spinetail,Asthenes moreirae
4990,Band-tailed Antbird,Hypocnemoides maculicauda,,50,16,Hypocnemoides maculicauda,,,,4990,Sharp-billed Canastero,Asthenes pyrrholeuca
4991,Spotted Antbird,Hylophylax naevioides,,87,39,Hylophylax naevioides,,,,4991,Black-throated Thistletail,Asthenes harterti
4992,Spot-backed Antbird,Hylophylax naevius,,194,42,Hylophylax naevius,,,,4992,Puna Thistletail,Asthenes helleri
4993,Dot-backed Antbird,Hylophylax punctulatus,,76,13,Hylophylax punctulatus,,,,4993,Ayacucho Thistletail,Asthenes ayacuchensis
4994,Silvered Antbird,Sclateria naevia,,147,57,Sclateria naevia,,,,4994,Vilcabamba Thistletail,Asthenes vilcabambae
4995,Plumbeous Antbird,Myrmelastes hyperythrus,,89,114,Myrmelastes hyperythrus,,,,4995,Canyon Canastero,Asthenes pudibunda
4996,Slate-colored Antbird,Myrmelastes schistaceus,,37,4,Myrmelastes schistaceus,,,,4996,Rusty-fronted Canastero,Asthenes ottonis
4997,Spot-winged Antbird,Myrmelastes leucostigma,,122,5,Myrmelastes leucostigma,,,,4997,Maquis Canastero,Asthenes heterura
4998,Humaita Antbird,Myrmelastes humaythae,,24,7,Myrmelastes humaythae,,,,4998,Eye-ringed Thistletail,Asthenes palpebralis
4999,Brownish-headed Antbird,Myrmelastes brunneiceps,,8,0,Myrmelastes brunneiceps,,,,4999,Ochre-browed Thistletail,Asthenes coryi
5000,Rufous-faced Antbird,Myrmelastes rufifacies,,36,4,Myrmelastes rufifacies,,,,5000,Perija Thistletail,Asthenes perijana
5001,Roraiman Antbird,Myrmelastes saturatus,,20,0,Myrmelastes saturatus,,,,5001,White-chinned Thistletail,Asthenes fuliginosa
5002,Caura Antbird,Myrmelastes caurensis,,5,0,Myrmelastes caurensis,,,,5002,Mouse-colored Thistletail,Asthenes griseomurina
5003,Chestnut-backed Antbird,Poliocrania exsul,,249,477,Poliocrania exsul,,,,5003,Pink-legged Graveteiro,Acrobatornis fonsecai
5004,Grey-headed Antbird,Ampelornis griseiceps,,20,2,Ampelornis griseiceps,,,,5004,Orange-fronted Plushcrown,Metopothrix aurantiaca
5005,Stub-tailed Antbird,Sipia berlepschi,,42,25,Sipia berlepschi,,,,5005,Double-banded Graytail,Xenerpestes minlosi
5006,Esmeraldas Antbird,Sipia nigricauda,,57,14,Sipia nigricauda,,,,5006,Equatorial Graytail,Xenerpestes singularis
5007,Magdalena Antbird,Sipia palliata,,53,4,Sipia palliata,,,,5007,Spectacled Prickletail,Siptornis striaticollis
5008,Dull-mantled Antbird,Sipia laemosticta,,36,3,Sipia laemosticta,,,,5008,Roraiman Barbtail,Roraimia adusta
5009,White-bellied Antbird,Myrmeciza longipes,,123,64,Myrmeciza longipes,,,,5009,Striated Softtail,Thripophaga macroura
5010,Black-tailed Antbird,Myrmoborus melanurus,,24,2,Myrmoborus melanurus,,,,5010,Orinoco Softtail,Thripophaga cherriei
5011,White-lined Antbird,Myrmoborus lophotes,,58,115,Myrmoborus lophotes,,,,5011,Delta Amacuro Softtail,Thripophaga amacurensis
5012,Black-faced Antbird,Myrmoborus myotherinus,,308,393,Myrmoborus myotherinus,,,,5012,Plain Softtail,Thripophaga fusciceps
5013,White-browed Antbird,Myrmoborus leucophrys,,203,254,Myrmoborus leucophrys,,,,5013,Russet-mantled Softtail,Thripophaga berlepschi
5014,Ash-breasted Antbird,Myrmoborus lugubris,,39,11,Myrmoborus lugubris,,,,5014,Straight-billed Reedhaunter,Limnoctites rectirostris
5015,Bare-crowned Antbird,Gymnocichla nudiceps,,35,1,Gymnocichla nudiceps,,,,5015,Sulphur-bearded Reedhaunter,Limnoctites sulphuriferus
5016,White-backed Fire-eye,Pyriglena leuconota,,217,97,Pyriglena leuconota,,,,5016,Marcapata Spinetail,Cranioleuca marcapatae
5017,Fringe-backed Fire-eye,Pyriglena atra,,29,0,Pyriglena atra,,,,5017,Light-crowned Spinetail,Cranioleuca albiceps
5018,White-shouldered Fire-eye,Pyriglena leucoptera,,187,255,Pyriglena leucoptera,,,,5018,Rusty-backed Spinetail,Cranioleuca vulpina
5019,Slender Antbird,Rhopornis ardesiacus,,49,1,Rhopornis ardesiacus,,,,5019,Coiba Spinetail,Cranioleuca dissita
5020,Black-headed Antbird,Percnostola rufifrons,,149,70,Percnostola rufifrons,,,,5020,Parker's Spinetail,Cranioleuca vulpecula
5021,Allpahuayo Antbird,Percnostola arenarum,,30,3,Percnostola arenarum,,,,5021,Crested Spinetail,Cranioleuca subcristata
5022,White-shouldered Antbird,Akletos melanoceps,,53,79,Akletos melanoceps,,,,5022,Stripe-crowned Spinetail,Cranioleuca pyrrhophia
5023,Goeldi's Antbird,Akletos goeldii,,81,186,Akletos goeldii,,,,5023,Bolivian Spinetail,Cranioleuca henricae
5024,Sooty Antbird,Hafferia fortis,,96,50,Hafferia fortis,,,,5024,Olive Spinetail,Cranioleuca obsoleta
5025,Blue-lored Antbird,Hafferia immaculata,,57,18,Hafferia immaculata,,,,5025,Pallid Spinetail,Cranioleuca pallida
5026,Zeledon's Antbird,Hafferia zeledoni,,119,22,Hafferia zeledoni,,,,5026,Gray-headed Spinetail,Cranioleuca semicinerea
5027,Rufous-capped Antthrush,Formicarius colma,,179,66,Formicarius colma,,,,5027,Creamy-crested Spinetail,Cranioleuca albicapilla
5028,Black-faced Antthrush,Formicarius analis,,324,719,Formicarius analis,,,,5028,Red-faced Spinetail,Cranioleuca erythrops
5029,Mayan Antthrush,Formicarius moniliger,,42,14,Formicarius analis,,,,5029,Tepui Spinetail,Cranioleuca demissa
5030,Rufous-fronted Antthrush,Formicarius rufifrons,,28,12,Formicarius rufifrons,,,,5030,Streak-capped Spinetail,Cranioleuca hellmayri
5031,Black-headed Antthrush,Formicarius nigricapillus,,59,39,Formicarius nigricapillus,,,,5031,Ash-browed Spinetail,Cranioleuca curtata
5032,Rufous-breasted Antthrush,Formicarius rufipectus,,87,90,Formicarius rufipectus,,,,5032,Line-cheeked Spinetail,Cranioleuca antisiensis
5033,Short-tailed Antthrush,Chamaeza campanisona,,277,161,Chamaeza campanisona,,,,5033,Speckled Spinetail,Cranioleuca gutturata
5034,Striated Antthrush,Chamaeza nobilis,,47,6,Chamaeza nobilis,,,,5034,Scaled Spinetail,Cranioleuca muelleri
5035,Cryptic Antthrush,Chamaeza meruloides,,64,81,Chamaeza meruloides,,,,5035,Dusky-tailed Canastero,Pseudasthenes humicola
5036,Rufous-tailed Antthrush,Chamaeza ruficauda,,93,51,Chamaeza ruficauda,,,,5036,Patagonian Canastero,Pseudasthenes patagonica
5037,Schwartz's Antthrush,Chamaeza turdina,,66,3,Chamaeza turdina,,,,5037,Steinbach's Canastero,Pseudasthenes steinbachi
5038,Barred Antthrush,Chamaeza mollissima,,54,7,Chamaeza mollissima,,,,5038,Cactus Canastero,Pseudasthenes cactorum
5039,Undulated Antpitta,Grallaria squamigera,,94,94,Grallaria squamigera,,,,5039,Bay-capped Wren-Spinetail,Spartonoica maluroides
5040,Giant Antpitta,Grallaria gigantea,,18,0,Grallaria gigantea,,,,5040,Caatinga Cacholote,Pseudoseisura cristata
5041,Great Antpitta,Grallaria excelsa,,12,0,Grallaria excelsa,,,,5041,Rufous Cacholote,Pseudoseisura unirufa
5042,Variegated Antpitta,Grallaria varia,,105,86,Grallaria varia,,,,5042,Brown Cacholote,Pseudoseisura lophotes
5043,Moustached Antpitta,Grallaria alleni,,49,6,Grallaria alleni,,,,5043,White-throated Cacholote,Pseudoseisura gutturalis
5044,Scaled Antpitta,Grallaria guatimalensis,,111,91,Grallaria guatimalensis,,,,5044,Yellow-chinned Spinetail,Certhiaxis cinnamomeus
5045,Tachira Antpitta,Grallaria chthonia,,0,0,Grallaria chthonia,,,,5045,Red-and-white Spinetail,Certhiaxis mustelinus
5046,Plain-backed Antpitta,Grallaria haplonota,,66,39,Grallaria haplonota,,,,5046,White-bellied Spinetail,Mazaria propinqua
5047,Ochre-striped Antpitta,Grallaria dignissima,,29,12,Grallaria dignissima,,,,5047,Chotoy Spinetail,Schoeniophylax phryganophilus
5048,Elusive Antpitta,Grallaria eludens,,13,0,Grallaria eludens,,,,5048,Ochre-cheeked Spinetail,Synallaxis scutata
5049,Chestnut-crowned Antpitta,Grallaria ruficapilla,,295,367,Grallaria ruficapilla,,,,5049,Gray-bellied Spinetail,Synallaxis cinerascens
5050,Watkins's Antpitta,Grallaria watkinsi,,49,22,Grallaria watkinsi,,,,5050,Plain-crowned Spinetail,Synallaxis gujanensis
5051,Santa Marta Antpitta,Grallaria bangsi,,80,10,Grallaria bangsi,,,,5051,White-lored Spinetail,Synallaxis albilora
5052,Cundinamarca Antpitta,Grallaria kaestneri,,65,4,Grallaria kaestneri,,,,5052,Marañon Spinetail,Synallaxis maranonica
5053,Stripe-headed Antpitta,Grallaria andicolus,,31,6,Grallaria andicolus,,,,5053,Great Spinetail,Synallaxis hypochondriaca
5054,Grey-naped Antpitta,Grallaria griseonucha,,19,0,Grallaria griseonucha,,,,5054,Necklaced Spinetail,Synallaxis stictothorax
5055,Bicolored Antpitta,Grallaria rufocinerea,,51,1,Grallaria rufocinerea,,,,5055,Russet-bellied Spinetail,Synallaxis zimmeri
5056,Jocotoco Antpitta,Grallaria ridgelyi,,37,2,Grallaria ridgelyi,,,,5056,Slaty Spinetail,Synallaxis brachyura
5057,Chestnut-naped Antpitta,Grallaria nuchalis,,121,34,Grallaria nuchalis,,,,5057,Silvery-throated Spinetail,Synallaxis subpudica
5058,Pale-billed Antpitta,Grallaria carrikeri,,14,0,Grallaria carrikeri,,,,5058,Red-shouldered Spinetail,Synallaxis hellmayri
5059,White-throated Antpitta,Grallaria albigula,,58,14,Grallaria albigula,,,,5059,Rufous-capped Spinetail,Synallaxis ruficapilla
5060,Yellow-breasted Antpitta,Grallaria flavotincta,,85,23,Grallaria flavotincta,,,,5060,Bahia Spinetail,Synallaxis cinerea
5061,White-bellied Antpitta,Grallaria hypoleuca,,109,27,Grallaria hypoleuca,,,,5061,Pinto's Spinetail,Synallaxis infuscata
5062,Rusty-tinged Antpitta,Grallaria przewalskii,,31,5,Grallaria przewalskii,,,,5062,Dusky Spinetail,Synallaxis moesta
5063,Bay Antpitta,Grallaria capitalis,,27,2,Grallaria capitalis,,,,5063,McConnell's Spinetail,Synallaxis macconnelli
5064,Red-and-white Antpitta,Grallaria erythroleuca,,30,1,Grallaria erythroleuca,,,,5064,Cabanis's Spinetail,Synallaxis cabanisi
5065,Rufous Antpitta,Grallaria rufula,,315,85,Grallaria rufula,,,,5065,Cinereous-breasted Spinetail,Synallaxis hypospodia
5066,Chestnut Antpitta,Grallaria blakei,,45,0,Grallaria blakei,,,,5066,Spix's Spinetail,Synallaxis spixi
5067,Tawny Antpitta,Grallaria quitensis,,156,47,Grallaria quitensis,,,,5067,Dark-breasted Spinetail,Synallaxis albigularis
5068,Brown-banded Antpitta,Grallaria milleri,,50,6,Grallaria milleri,,,,5068,Rio Orinoco Spinetail,Synallaxis beverlyae
5069,Urrao Antpitta,Grallaria urraoensis,,17,0,Grallaria urraoensis,,,,5069,Pale-breasted Spinetail,Synallaxis albescens
5070,Rufous-faced Antpitta,Grallaria erythrotis,,31,51,Grallaria erythrotis,,,,5070,Sooty-fronted Spinetail,Synallaxis frontalis
5071,Streak-chested Antpitta,Hylopezus perspicillatus,,76,78,Hylopezus perspicillatus,,,,5071,Azara's Spinetail,Synallaxis azarae
5072,Spotted Antpitta,Hylopezus macularius,,37,15,Hylopezus macularius,,,,5072,Apurimac Spinetail,Synallaxis courseni
5073,Snethlage's Antpitta,Hylopezus paraensis,,15,1,Hylopezus paraensis,,,,5073,Hoary-throated Spinetail,Synallaxis kollari
5074,Alta Floresta Antpitta,Hylopezus whittakeri,,18,6,Hylopezus whittakeri,,,,5074,Rufous-breasted Spinetail,Synallaxis erythrothorax
5075,Masked Antpitta,Hylopezus auricularis,,30,4,Hylopezus auricularis,,,,5075,White-whiskered Spinetail,Synallaxis candei
5076,Thicket Antpitta,Hylopezus dives,,57,18,Hylopezus dives,,,,5076,Blackish-headed Spinetail,Synallaxis tithys
5077,White-lored Antpitta,Hylopezus fulviventris,,31,4,Hylopezus fulviventris,,,,5077,Rusty-headed Spinetail,Synallaxis fuscorufa
5078,Amazonian Antpitta,Hylopezus berlepschi,,64,107,Hylopezus berlepschi,,,,5078,Rufous Spinetail,Synallaxis unirufa
5079,White-browed Antpitta,Hylopezus ochroleucus,,38,31,Hylopezus ochroleucus,,,,5079,Black-throated Spinetail,Synallaxis castanea
5080,Speckle-breasted Antpitta,Hylopezus nattereri,,100,55,Hylopezus nattereri,,,,5080,Stripe-breasted Spinetail,Synallaxis cinnamomea
5081,Thrush-like Antpitta,Myrmothera campanisona,,175,202,Myrmothera campanisona,,,,5081,Ruddy Spinetail,Synallaxis rutilans
5082,Tapajos Antpitta,Myrmothera subcanescens,,25,45,Myrmothera subcanescens,,,,5082,Chestnut-throated Spinetail,Synallaxis cherriei
5083,Tepui Antpitta,Myrmothera simplex,,44,2,Myrmothera simplex,,,,5083,Dwarf Tyrant-Manakin,Tyranneutes stolzmanni
5084,Ochre-breasted Antpitta,Grallaricula flavirostris,,45,6,Grallaricula flavirostris,,,,5084,Tiny Tyrant-Manakin,Tyranneutes virescens
5085,Scallop-breasted Antpitta,Grallaricula loricata,,5,0,Grallaricula loricata,,,,5085,Pale-bellied Tyrant-Manakin,Neopelma pallescens
5086,Hooded Antpitta,Grallaricula cucullata,,18,1,Grallaricula cucullata,,,,5086,Saffron-crested Tyrant-Manakin,Neopelma chrysocephalum
5087,Peruvian Antpitta,Grallaricula peruviana,,13,0,Grallaricula peruviana,,,,5087,Wied's Tyrant-Manakin,Neopelma aurifrons
5088,Ochre-fronted Antpitta,Grallaricula ochraceifrons,,15,2,Grallaricula ochraceifrons,,,,5088,Serra do Mar Tyrant-Manakin,Neopelma chrysolophum
5089,Rusty-breasted Antpitta,Grallaricula ferrugineipectus,,50,5,Grallaricula ferrugineipectus,,,,5089,Sulphur-bellied Tyrant-Manakin,Neopelma sulphureiventer
5090,Rufous-breasted Antpitta,Grallaricula leymebambae,,42,3,Grallaricula leymebambae,,,,5090,Yellow-headed Manakin,Chloropipo flavicapilla
5091,Slaty-crowned Antpitta,Grallaricula nana,,150,52,Grallaricula nana,,,,5091,Jet Manakin,Chloropipo unicolor
5092,Sucre Antpitta,Grallaricula cumanensis,,6,1,Grallaricula cumanensis,,,,5092,Araripe Manakin,Antilophia bokermanni
5093,Crescent-faced Antpitta,Grallaricula lineifrons,,37,1,Grallaricula lineifrons,,,,5093,Helmeted Manakin,Antilophia galeata
5094,Rufous Gnateater,Conopophaga lineata,,150,63,Conopophaga lineata,,,,5094,Lance-tailed Manakin,Chiroxiphia lanceolata
5095,Chestnut-belted Gnateater,Conopophaga aurita,,42,2,Conopophaga aurita,,,,5095,Long-tailed Manakin,Chiroxiphia linearis
5096,Hooded Gnateater,Conopophaga roberti,,13,5,Conopophaga roberti,,,,5096,Blue-backed Manakin,Chiroxiphia pareola
5097,Ash-throated Gnateater,Conopophaga peruviana,,14,6,Conopophaga peruviana,,,,5097,Yungas Manakin,Chiroxiphia boliviana
5098,Ceara Gnateater,Conopophaga cearae,,18,6,Conopophaga cearae,,,,5098,Swallow-tailed Manakin,Chiroxiphia caudata
5099,Slaty Gnateater,Conopophaga ardesiaca,,10,1,Conopophaga ardesiaca,,,,5099,Pin-tailed Manakin,Ilicura militaris
5100,Chestnut-crowned Gnateater,Conopophaga castaneiceps,,44,5,Conopophaga castaneiceps,,,,5100,Golden-winged Manakin,Masius chrysopterus
5101,Black-cheeked Gnateater,Conopophaga melanops,,103,18,Conopophaga melanops,,,,5101,White-ruffed Manakin,Corapipo altera
5102,Black-bellied Gnateater,Conopophaga melanogaster,,30,0,Conopophaga melanogaster,,,,5102,White-bibbed Manakin,Corapipo leucorrhoa
5103,Black-crowned Antpitta,Pittasoma michleri,,15,0,Pittasoma michleri,,,,5103,White-throated Manakin,Corapipo gutturalis
5104,Rufous-crowned Antpitta,Pittasoma rufopileatum,,31,2,Pittasoma rufopileatum,,,,5104,Olive Manakin,Xenopipo uniformis
5105,Ocellated Tapaculo,Acropternis orthonyx,,101,22,Acropternis orthonyx,,,,5105,Black Manakin,Xenopipo atronitens
5106,Chestnut-throated Huet-huet,Pteroptochos castaneus,,42,0,Pteroptochos castaneus,,,,5106,Green Manakin,Cryptopipo holochlora
5107,Black-throated Huet-huet,Pteroptochos tarnii,,43,2,Pteroptochos tarnii,,,,5107,Blue-crowned Manakin,Lepidothrix coronata
5108,Moustached Turca,Pteroptochos megapodius,,59,13,Pteroptochos megapodius,,,,5108,Snow-capped Manakin,Lepidothrix nattereri
5109,White-throated Tapaculo,Scelorchilus albicollis,,45,4,Scelorchilus albicollis,,,,5109,Golden-crowned Manakin,Lepidothrix vilasboasi
5110,Chucao Tapaculo,Scelorchilus rubecula,,68,9,Scelorchilus rubecula,,,,5110,Opal-crowned Manakin,Lepidothrix iris
5111,Crested Gallito,Rhinocrypta lanceolata,,38,51,Rhinocrypta lanceolata,,,,5111,Orange-bellied Manakin,Lepidothrix suavissima
5112,Sandy Gallito,Teledromas fuscus,,20,5,Teledromas fuscus,,,,5112,White-fronted Manakin,Lepidothrix serena
5113,Rusty-belted Tapaculo,Liosceles thoracicus,,106,214,Liosceles thoracicus,,,,5113,Blue-rumped Manakin,Lepidothrix isidorei
5114,Spotted Bamboowren,Psilorhamphus guttatus,,63,23,Psilorhamphus guttatus,,,,5114,Cerulean-capped Manakin,Lepidothrix coeruleocapilla
